2020-05-14,6.517,9.1,13.7,4.4
2020-05-15,10.45,9.9,15.8,1.5
2020-05-16,9.333,12.6,16.4,8.4
2020-05-17,10.733,14,18.8,9.1
2020-05-18,4.317,16.4,22.3,10.9
2020-05-19,2.717,15.4,20.2,10.9
2020-05-20,10.817,15.5,21.3,9.1
2020-05-21,13.8,15.1,21.6,7
2020-05-22,6.7,17.4,22.6,9.9
2020-05-23,1.033,15.4,20.4,10.7
2020-05-24,4.783,12.8,17.3,10.2
2020-05-25,0.4,12,13.5,9.6
2020-05-26,13.467,14.5,20.4,7.6
2020-05-27,10.15,16.4,22.7,7.4
2020-05-28,9.25,14.9,20.7,9.1
2020-05-29,9.033,14.6,20.9,7.4
2020-05-30,9.417,13.8,18.3,7.6
2020-05-31,9.067,15.7,22.9,9.4
2020-06-01,14.9,17,24.4,8.1
2020-06-02,13.4,20,28.4,10
2020-06-03,12.55,19,25.3,12.2
2020-06-04,4.4,18.4,25.8,13.5
2020-06-05,3,14.1,18.6,11.2
2020-06-06,10,14,19.9,8.9
2020-06-07,1.4,15.4,20,10
2020-06-08,10.3,17.3,23,10.6
2020-06-09,5.4,18.1,22.3,12.2
2020-06-10,5.217,16.7,22.9,11.3
2020-06-11,1.233,16.9,20.6,14.4
2020-06-12,5.6,20.9,28.2,13.9
2020-06-13,4.3,21.9,31.8,17.6
2020-06-14,6.75,21,26.2,16.4
2020-06-15,12.05,20.1,25,14.7
2020-06-16,13.65,21,26.8,12.9
2020-06-17,12.133,23.3,28.6,14.8
2020-06-18,6.183,22,27.2,17.7
2020-06-19,0.55,18.5,21.7,16.3
2020-06-20,0.083,17,19.7,14.7
2020-06-21,5.317,18.4,24,14.3
2020-06-22,12.617,20.5,26.8,12.9
2020-06-23,15.533,19.5,24.8,12.3
2020-06-24,7.783,20.8,25.8,13.2
2020-06-25,8.383,23.4,28.5,19.2
2020-06-26,10.067,22.6,29,17.6
2020-06-27,11.183,25,32.2,16.2
2020-06-28,4.5,22.4,28.6,18.4
2020-06-29,7,19.6,24.5,15.5
2020-06-30,9.267,19.8,24.3,15.3
2020-07-01,1.317,19.9,23.4,17.4
2020-07-02,6.683,20.4,25.3,16
2020-07-03,8.033,19.8,24.4,15.8
2020-07-04,8.2,21.4,26.2,15.3
2020-07-05,2.267,22.6,28.2,19.1
2020-07-06,8.9,17.7,22.1,12.5
2020-07-07,6.667,16.1,21.6,11.8
2020-07-08,0.283,15.6,18.2,13
2020-07-09,0.2,17.2,20.1,14.3
2020-07-10,2.1,18.4,25,12.3
2020-07-11,7.067,15.8,21.1,11.4
2020-07-12,9.933,16.3,21.9,10.4
2020-07-13,13.017,18.8,24.5,11.2
2020-07-14,10.983,21.9,28.9,12.5
2020-07-15,0.283,16.5,18.3,14.5
2020-07-16,4.15,16.8,21.7,13.5
2020-07-17,4.1,16.8,20.8,11.9
2020-07-18,12.55,21,27.8,11.7
2020-07-19,9.25,23.6,30.8,16.3
2020-07-20,8.8,20.5,25.7,14
2020-07-21,12.333,18,23.6,12.6
2020-07-22,10.083,17.7,23.2,10.9
2020-07-23,9.2,18.6,24,14.3
2020-07-24,8.85,21.2,28.8,13
2020-07-25,6.033,21.3,26.8,14.2
2020-07-26,3.967,18.7,23.5,15.3
2020-07-27,6.45,20.7,26.5,13.9
2020-07-28,8.017,23,28.2,17.8
2020-07-29,7.983,19.2,23.9,14.6
2020-07-30,10.133,18.2,24.1,12.4
2020-07-31,13.9,20.3,27.1,13.3
2020-08-01,13.367,22.8,29.6,13.5
2020-08-02,0.233,21,23.9,17.2
2020-08-03,5.217,18.8,23.9,13.9
2020-08-04,7.35,18.3,24.2,11.9
2020-08-05,14.183,21.2,28.3,10.7
2020-08-06,14.117,23.7,30.3,15.6
2020-08-07,11.883,26,33,18.3
2020-08-08,13.567,28.5,35.9,20.2
2020-08-09,9.017,27.7,36.1,21.4
2020-08-10,7.233,25.5,32.6,21.7
2020-08-11,13.6,26.2,33,19.6
2020-08-12,13.75,25.1,31.5,18.4
2020-08-13,5.067,25.3,31.9,18.1
2020-08-14,1.583,23.6,29.1,19.1
2020-08-15,10.733,25,31.4,17.1
2020-08-16,13.5,24.9,31.1,18.6
2020-08-17,11.85,24.8,31.5,16.4
2020-08-18,2.7,21.2,25.9,18.4
2020-08-19,9.2,21.4,26.2,16.6
2020-08-20,6.767,24.4,31.5,17.1
2020-08-21,9.817,28.4,36.4,20.1
2020-08-22,2.633,23.2,26.4,17.7
2020-08-23,8.933,20.6,25.1,16.2
2020-08-24,5.217,18.8,23.2,15.4
2020-08-25,8.183,18.7,23.6,13.5
2020-08-26,1.933,17.7,21.5,15.5
2020-08-27,3.35,16.5,20,12.4
2020-08-28,1.8,17.5,23.2,12.3
2020-08-29,4.383,19.1,23.7,15
2020-08-30,3.017,17.8,23.6,12.9
2020-08-31,6.267,17.3,22.9,13.2
2020-09-01,3.45,15,18.9,10.4
2020-09-02,1.4,14.5,18.9,11.2
2020-09-03,8.583,17.7,22.8,13.2
2020-09-04,3.417,18.5,23.2,15.3
2020-09-05,0.033,16.2,18.3,13.4
2020-09-06,10.4,15.5,20,11.6
2020-09-07,6.767,15.3,20,12.4
2020-09-08,3,17.3,23.2,11.4
2020-09-09,2.917,20,25.4,15.2
2020-09-10,7.367,14.8,19.7,9.7
2020-09-11,10.783,16.3,22.4,8.6
2020-09-12,10.95,18.3,27.1,9.4
2020-09-13,9.617,18.2,25,11.6
2020-09-14,11.283,21.1,29.7,11.5
2020-09-15,11.433,23.2,30.9,15.8
2020-09-16,9.267,22.1,29.8,15.1
2020-09-17,11.3,14.6,19,8.6
2020-09-18,11.467,13,20.2,5.1
2020-09-19,9.567,14.4,21.3,6.1
2020-09-20,10.667,15.9,22.8,9.3
2020-09-21,11.1,17.1,25.3,8.9
2020-09-22,10.95,19,26.8,11.4
2020-09-23,8.967,20.2,27.9,13.4
2020-09-24,3.15,18.2,22.9,13.5
2020-09-25,1,13.5,15.8,10.6
2020-09-26,0,10.4,12.1,8.6
2020-09-27,0.133,9.9,12.6,7
2020-09-28,9.267,13.9,18.6,9.1
2020-09-29,3.617,14.4,18.7,10.1
2020-09-30,10.517,13.9,21.1,7.8
2020-10-01,3.817,12.4,16.4,8.1
2020-10-02,0.05,14,16.6,11.6
2020-10-03,7.717,16.9,22.1,13
2020-10-04,5.333,14.4,19,8.7
2020-10-05,0.783,11.8,16.7,7.4
2020-10-06,2.933,12.9,16.8,9.6
2020-10-07,1.55,12.6,16.5,10.8
2020-10-08,2.367,12.5,14.9,9.1
2020-10-09,0.4,13.1,15.4,10.9
2020-10-10,2.3,10.5,13,6.1
2020-10-11,2.45,8,11.4,4
2020-10-12,2.417,8.7,12.1,3.1
2020-10-13,3.967,8.1,12.1,1.3
2020-10-14,0,10.1,10.6,9.5
2020-10-15,0,10.5,11.5,9.7
2020-10-16,1.05,9.3,11.2,7.7
2020-10-17,3.183,9.3,12.2,7.4
2020-10-18,0.1,8.1,9.4,6.5
2020-10-19,1.3,8.9,11.3,6
2020-10-20,0.967,8.7,12.3,4.1
2020-10-21,0,12.3,15.4,9.9
2020-10-22,3.717,16.2,19.3,14.4
2020-10-23,0.767,14,17,11.2
2020-10-24,4.55,13.5,17.4,10.9
2020-10-25,6,12.7,17.3,8.9
2020-10-26,0.4,11.3,13.5,9.6
2020-10-27,0.45,10,12.7,7.6
2020-10-28,1.65,10.5,13.8,8.5
2020-10-29,2.383,10.4,11.9,8.1
2020-10-30,0,11.4,13.8,7.7
2020-10-31,0,13.9,14.9,12.5
2020-11-01,0.2,12.7,15,10.6
2020-11-02,2.083,17,21,14.4
2020-11-03,6.067,12.5,15,10.4
2020-11-04,6.417,9.2,12.2,5.3
2020-11-05,6.783,7.7,11.7,3.5
